Geography,ES-over16,ES-over16-iLF,ES-over16-iLF-CIV,ES-over16-iLF-CIV-E,ES-over16-iLF-CIV-UE,ES-over16-iLF-AF,ES-over16-oLF,ES-over16-F-iLF,ES-over16-F-iLF-CIV,ES-over16-F-iLF-CIV-E,CTW-over16,CTW-over16-CTV-alone,OCC-over16-iLF-CIV-E-mgmt_biz_sci_arts,OCC-over16-iLF-CIV-E-prod_trans_materials,IND-over16-iLF-CIV-E - Manufacturing,COW-over16-iLF-CIV-E-private_emp,COW-over16-iLF-CIV-E-govt,INC - Total households,INC - Wage.Earner.Count,INC - Social.Security.Recip.Cnt,INC - Food.Stamp.Cnt,INC - Families,INC - NonFam,HIC-Civilian.NIP,HIC-Civilian.NIP-Covered,HIC-Civilian.NIP-Covered-Private,HIC-Civilian.NIP-Covered-Public,HIC-Civilian.NIP-Uninsured,HIC-Civilian.NIP <Age19,HIC-Civilian.NIP Age19-64,HIC-Civilian.NIP Age19-64-iLF,HIC-Civilian.NIP Age19-64-iLF-E,HIC-Civilian.NIP Age19-64-iLF-E-Covered,HIC-Civilian.NIP Age19-64-iLF-E-Covered-Private,HIC-Civilian.NIP Age19-64-iLF-E-Uninsured,HIC-Civilian.NIP Age19-64-iLF-UE,HIC-Civilian.NIP Age19-64-iLF-UE-Covered,HIC-Civilian.NIP Age19-64-iLF-UE-Uninsured,HIC-Civilian.NIP Age19-64-oLF,HIC-Civilian.NIP Age19-64-oLF-Covered,above_average_median,above_weighted_median,modal_income
"Autauga County, Alabama",42974,0.603364825,0.591892772,0.561083446,0.030809327,0.011472053,0.396635175,0.462378032,0.470160403,0.466987392,0.956321749,0.859650565,0.353060717,0.153948242,0.133211679,0.741290644,0.201808228,21054,0.751876128,0.336990596,0.129334093,14904,6150,54170,0.912202326,0.717685066,0.327801366,0.087797674,14256,32211,0.748998789,0.71488001,0.893776871,0.876449386,0.106223129,0.034118779,0.614194722,0.385805278,0.251001211,6654,1,0,6
"Baldwin County, Alabama",163759,0.579925378,0.578545301,0.546699723,0.031845578,0.001380077,0.420074622,0.471063937,0.471892086,0.47198052,0.927117857,0.847194235,0.357411731,0.107755202,0.098037464,0.807477074,0.128720945,76133,0.711938318,0.390238136,0.081002982,50029,26104,200929,0.892141005,0.695564105,0.348794848,0.107858995,47382,115461,0.748625077,0.708507635,0.846647515,0.814779048,0.153352485,0.040117442,0.550518135,0.449481865,0.251374923,23836,1,0,6
"Barbour County, Alabama",21241,0.477331576,0.477331576,0.417965256,0.05936632,0,0.522668424,0.464838741,0.464838741,0.463505294,0.856396094,0.834043533,0.250056319,0.240707367,0.237553503,0.740707367,0.191484569,9191,0.669676858,0.410292678,0.265368295,6041,3150,23326,0.876875589,0.542484781,0.492111807,0.123124411,5795,13172,0.691466748,0.602566049,0.836084163,0.757213053,0.163915837,0.088900698,0.55764304,0.44235696,0.308533252,3282,0,0,3
"Bibb County, Alabama",18415,0.48335596,0.483247353,0.443714363,0.039532989,0.000108607,0.51664404,0.43983822,0.439937072,0.436054339,0.901674345,0.863659023,0.243666626,0.224329947,0.205482805,0.759515359,0.173785338,6916,0.690138809,0.398351648,0.128253326,5302,1614,20553,0.918989928,0.678100521,0.38539386,0.081010072,4957,12344,0.66882696,0.615521711,0.909449855,0.881679389,0.090550145,0.05330525,0.612462006,0.387537994,0.33117304,3455,0,0,6
"Blount County, Alabama",45924,0.48989635,0.489308423,0.465551781,0.023756641,0.000587928,0.51010365,0.433949684,0.433937074,0.431945744,0.944773263,0.867922751,0.285173059,0.194855005,0.148129093,0.83919551,0.119130028,20690,0.69101015,0.373078782,0.106669889,15309,5381,57207,0.889698813,0.677329697,0.351722691,0.110301187,14240,33217,0.635006172,0.605141945,0.879458733,0.859260733,0.120541267,0.029864226,0.5625,0.4375,0.364993828,9571,0,0,6
"Bullock County, Alabama",8517,0.573206528,0.573206528,0.503698485,0.069508043,0,0.426793472,0.408848832,0.408848832,0.416550117,0.878738222,0.730769231,0.196969697,0.305827506,0.305128205,0.813986014,0.136363636,3670,0.6626703,0.417166213,0.245776567,2424,1246,10113,0.859092257,0.495698606,0.469593592,0.140907743,2285,6317,0.705556435,0.617223366,0.835342395,0.719415235,0.164657605,0.088333069,0.602150538,0.397849462,0.294443565,1339,0,0,1
"Butler County, Alabama",16078,0.521582286,0.520400547,0.480594601,0.039805946,0.001181739,0.478417714,0.511686144,0.512130991,0.51093568,0.91107924,0.835629017,0.268668306,0.256503171,0.220654847,0.790604374,0.152970105,7050,0.671631206,0.424680851,0.193049645,4565,2485,19832,0.886446148,0.60331787,0.43480234,0.113553852,4727,11523,0.675258179,0.625097631,0.838123004,0.795779536,0.161876996,0.050160548,0.589965398,0.410034602,0.324741821,3025,0,0,3
"Calhoun County, Alabama",93148,0.569158758,0.565777043,0.508781724,0.056995319,0.003381715,0.430841242,0.477629395,0.480294492,0.475860905,0.878332479,0.850223595,0.289500338,0.194188893,0.169184673,0.74862846,0.199421843,45099,0.712255261,0.39737023,0.17831881,30704,14395,113964,0.895642484,0.664367695,0.404039872,0.104357516,27173,68257,0.7152966,0.64577992,0.865287325,0.829238413,0.134712675,0.06951668,0.528977871,0.471022129,0.2847034,16226,0,0,6
"Chambers County, Alabama",27447,0.565890626,0.565489853,0.529274602,0.036215251,0.000400772,0.434109374,0.467035797,0.466658076,0.467887382,0.917531087,0.871076469,0.243202313,0.276175398,0.281751222,0.845047154,0.117505335,13694,0.675259238,0.410690813,0.164086461,8690,5004,33513,0.878196521,0.595112344,0.421746785,0.121803479,7552,19867,0.723209342,0.676096039,0.860556879,0.827948183,0.139443121,0.047113303,0.39957265,0.60042735,0.276790658,4220,0,0,3
"Cherokee County, Alabama",21387,0.487959976,0.487959976,0.461916117,0.026043858,0,0.512040024,0.424204676,0.424204676,0.427371191,0.932445381,0.849758504,0.287680939,0.26480413,0.243648143,0.747646523,0.171474846,10795,0.611949977,0.475034738,0.172209356,7566,3229,25561,0.909823559,0.647040413,0.448339267,0.090176441,5473,14818,0.650627615,0.618369551,0.886936593,0.858015934,0.113063407,0.032258065,0.537656904,0.462343096,0.349372385,4316,0,0,6
"Chilton County, Alabama",34509,0.549508824,0.549016199,0.512185227,0.036830972,0.000492625,0.450491176,0.436165164,0.435659242,0.446676096,0.91766072,0.831761187,0.252899576,0.20950495,0.139292786,0.811145686,0.140028289,16768,0.714635019,0.363668893,0.182490458,11920,4848,43473,0.852138109,0.619510961,0.365974283,0.147861891,11043,25777,0.676727315,0.633704465,0.810345883,0.790266299,0.189654117,0.04302285,0.458070334,0.541929666,0.323272685,6276,0,0,6
"Choctaw County, Alabama",10850,0.439539171,0.439539171,0.39640553,0.043133641,0,0.560460829,0.480813588,0.480813588,0.47942339,0.886978402,0.817966903,0.23599163,0.219483841,0.184143223,0.798651476,0.148105092,5463,0.559399597,0.484166209,0.257367747,3594,1869,13060,0.890352221,0.575650842,0.484686064,0.109647779,2866,7424,0.592268319,0.535021552,0.826787513,0.771148036,0.173212487,0.057246767,0.543529412,0.456470588,0.407731681,2508,0,0,3
"Clarke County, Alabama",19863,0.471479636,0.471076877,0.399385793,0.071691084,0.000402759,0.528520364,0.46033102,0.460724591,0.443464011,0.834134872,0.836643177,0.216185554,0.255893105,0.220975671,0.830959284,0.117862095,9602,0.580087482,0.414809415,0.194126224,6038,3564,24341,0.891294524,0.566574915,0.475658354,0.108705476,5779,14172,0.601891053,0.511078182,0.889410465,0.858207925,0.110589535,0.09081287,0.603729604,0.396270396,0.398108947,4462,0,0,1
"Clay County, Alabama",10878,0.54127597,0.54127597,0.506435006,0.034840963,0,0.45872403,0.458559783,0.458559783,0.45888546,0.917459239,0.875231396,0.222000363,0.319114177,0.338718461,0.778362679,0.144672354,5338,0.679280629,0.423192207,0.14911952,3742,1596,13153,0.868395043,0.626320991,0.402493728,0.131604957,3092,7624,0.695566632,0.652806925,0.822985734,0.782800884,0.177014266,0.042759706,0.662576687,0.337423313,0.304433368,1812,0,0,6
"Cleburne County, Alabama",11843,0.528666723,0.526218019,0.484927805,0.041290214,0.002448704,0.471333277,0.434754831,0.43677792,0.441232805,0.877567394,0.818248309,0.256834407,0.217308027,0.197109525,0.76110047,0.156886645,5773,0.636584098,0.432703967,0.156071367,3879,1894,14758,0.8556715,0.592085648,0.422143922,0.1443285,3643,8428,0.678215472,0.630754627,0.816403311,0.752257336,0.183596689,0.047460845,0.495,0.505,0.321784528,2071,0,0,6
"Coffee County, Alabama",40416,0.596595408,0.569823832,0.53540677,0.034417063,0.026771576,0.403404592,0.4601858,0.478158923,0.476962891,0.962179766,0.866465093,0.315911086,0.167382966,0.125883821,0.735523823,0.207310874,19620,0.752599388,0.344393476,0.132874618,13431,6189,49425,0.895053111,0.695983814,0.368295397,0.104946889,12823,28731,0.734189551,0.688629007,0.855547132,0.82011625,0.144452868,0.045560544,0.598166539,0.401833461,0.265810449,6365,1,0,6
"Colbert County, Alabama",44236,0.539560539,0.538769328,0.501401573,0.037367755,0.000791211,0.460439461,0.481732864,0.482440314,0.488052299,0.915075735,0.890733184,0.270649234,0.203246168,0.19084761,0.780613165,0.161406673,21983,0.680525861,0.396033298,0.124732748,14964,7019,53993,0.913748078,0.709647547,0.370344304,0.086251922,12349,31564,0.702192371,0.653529337,0.905662207,0.871727749,0.094337793,0.048663034,0.506510417,0.493489583,0.297807629,7930,0,0,6
"Conecuh County, Alabama",10118,0.456018976,0.456018976,0.38989919,0.066119787,0,0.543981024,0.466406589,0.466406589,0.461850444,0.844603381,0.89966641,0.158681876,0.274017744,0.190874525,0.794930292,0.123193916,4716,0.591603053,0.482400339,0.176420696,3107,1609,12603,0.84265651,0.502261366,0.451162422,0.15734349,2980,6959,0.608133352,0.516597212,0.803059805,0.770514604,0.196940195,0.09153614,0.229199372,0.770800628,0.391866648,2157,0,0,3
"Coosa County, Alabama",9295,0.472834857,0.472834857,0.419257665,0.053577192,0,0.527165143,0.46188851,0.46188851,0.466256094,0.853242321,0.832,0.175776238,0.20939184,0.163202463,0.787528868,0.158583526,4204,0.578734539,0.524262607,0.1405804,2548,1656,10563,0.899744391,0.635236202,0.459244533,0.100255609,1951,6348,0.626811594,0.562539382,0.878185382,0.850462055,0.121814618,0.064272212,0.389705882,0.610294118,0.373188406,2051,0,0,4
"Covington County, Alabama",30269,0.544220159,0.54329512,0.48518286,0.05811226,0.000925039,0.455779841,0.453347903,0.453511706,0.445662536,0.883672849,0.867671346,0.292046847,0.184461392,0.153751873,0.799809342,0.131962413,15285,0.663526333,0.428066732,0.139744848,10316,4969,36970,0.882364079,0.645009467,0.384203408,0.117635921,8613,21000,0.717285714,0.644095238,0.865222534,0.838015674,0.134777466,0.073190476,0.361743656,0.638256344,0.282714286,4988,0,0,6
"Crenshaw County, Alabama",11123,0.552189158,0.547424256,0.512451677,0.034972579,0.004764902,0.447810842,0.444317812,0.448185252,0.446140351,0.921497783,0.811976475,0.264035088,0.232631579,0.182631579,0.730175439,0.190526316,5358,0.664986935,0.427398283,0.183837253,3601,1757,13666,0.893238695,0.64034831,0.40048295,0.106761305,3347,7955,0.701571339,0.660339409,0.855511136,0.811726632,0.144488864,0.04123193,0.399390244,0.600609756,0.298428661,1961,0,0,6
"Cullman County, Alabama",65472,0.520558407,0.519825269,0.48985826,0.029967009,0.000733138,0.479441593,0.432721084,0.433096315,0.431653779,0.928571429,0.882732652,0.293246445,0.186486655,0.173515839,0.813014467,0.119138189,31097,0.674598836,0.382384153,0.121844551,21549,9548,80867,0.86573015,0.625483819,0.366218606,0.13426985,19200,47541,0.668033908,0.632990471,0.840560928,0.815904031,0.159439072,0.035043436,0.56542617,0.43457383,0.331966092,11481,0,0,6
"Dale County, Alabama",39173,0.57526868,0.512725602,0.459193832,0.053531769,0.062543078,0.42473132,0.445174174,0.486631815,0.482488326,1.009808315,0.871215856,0.28207694,0.161274183,0.113297754,0.73554592,0.206748944,18825,0.723718459,0.348897742,0.180504648,12724,6101,46471,0.876546664,0.646919584,0.398140776,0.123453336,12182,26691,0.69795062,0.629762841,0.811113094,0.781605093,0.188886906,0.068187779,0.590659341,0.409340659,0.30204938,6645,0,0,6
"Dallas County, Alabama",31802,0.527985661,0.527105214,0.454719829,0.072385385,0.000880448,0.472014339,0.502292895,0.502296725,0.499066455,0.838930979,0.865889213,0.267339741,0.252748773,0.223082774,0.787704861,0.152340779,16487,0.637108025,0.413174016,0.318614666,10318,6169,40454,0.878899491,0.495377466,0.503905671,0.121100509,10641,23342,0.658555394,0.562976609,0.846054334,0.787459097,0.153945666,0.095578785,0.54908113,0.45091887,0.341444606,6376,0,0,1
"DeKalb County, Alabama",55678,0.537968318,0.537824635,0.51036316,0.027461475,0.000143683,0.462031682,0.435048242,0.435164468,0.432784347,0.938720988,0.865243686,0.236838401,0.279877534,0.291173986,0.780123874,0.121410473,25482,0.6860529,0.386311906,0.17898909,17992,7490,70448,0.849250511,0.566914604,0.410969793,0.150749489,18265,41186,0.679915505,0.64543777,0.789000489,0.757702291,0.210999511,0.034477735,0.497183099,0.502816901,0.320084495,9662,0,0,6
"Elmore County, Alabama",64931,0.556406031,0.549306187,0.509063467,0.040242719,0.007099844,0.443593969,0.497951727,0.501443912,0.49939493,0.915327894,0.862070022,0.348339082,0.147032129,0.121014098,0.729079688,0.214285714,29115,0.750231839,0.338176198,0.139481367,20929,8186,75789,0.922772434,0.742482418,0.330839568,0.077227566,19340,45422,0.726740346,0.676170138,0.91296845,0.885325432,0.08703155,0.050570208,0.527644754,0.472355246,0.273259654,10796,1,0,6
"Escambia County, Alabama",30205,0.465618275,0.465618275,0.401721569,0.063896706,0,0.534381725,0.480802048,0.480802048,0.47057854,0.847269625,0.912974152,0.245673315,0.183039393,0.178341849,0.756387012,0.197214439,13226,0.601769242,0.464312717,0.186526539,8513,4713,34883,0.843648769,0.571510478,0.384714617,0.156351231,9104,19519,0.66970644,0.581382243,0.849136412,0.814769122,0.150863588,0.088324197,0.4112529,0.5887471,0.33029356,4705,0,0,3
"Etowah County, Alabama",83397,0.537705193,0.537405422,0.496564625,0.040840798,0.000299771,0.462294807,0.47267132,0.472823419,0.477011494,0.90146816,0.848448097,0.296701439,0.205351106,0.185477639,0.802859075,0.13937989,39061,0.678579657,0.435370318,0.15442513,26410,12651,102339,0.882850135,0.629574258,0.405710433,0.117149865,23829,60673,0.679346662,0.627742159,0.856302675,0.817549295,0.143697325,0.051604503,0.467901629,0.532098371,0.320653338,15571,0,0,6
"Fayette County, Alabama",13535,0.50934614,0.508533432,0.465977096,0.042556335,0.000812708,0.49065386,0.463156368,0.463896557,0.460757888,0.90120587,0.842173142,0.289678135,0.234659902,0.22625654,0.795941018,0.154431584,6955,0.659237958,0.432350827,0.186340762,4903,2052,16468,0.91656546,0.649684236,0.453424824,0.08343454,3814,9401,0.666737581,0.614615466,0.899446175,0.862062998,0.100553825,0.052122115,0.579591837,0.420408163,0.333262419,2601,0,0,6
"Franklin County, Alabama",24597,0.554945725,0.554864414,0.509574338,0.045290076,0.0000813,0.445054275,0.425714286,0.425776671,0.426679432,0.912661196,0.849068722,0.243657252,0.287378331,0.283468964,0.784506143,0.155576831,11533,0.698864129,0.402757305,0.196306252,8003,3530,31272,0.879860578,0.604470453,0.405538501,0.120139422,8045,18221,0.689204764,0.639536798,0.871020338,0.836522784,0.128979662,0.049667966,0.415469613,0.584530387,0.310795236,4302,0,0,3
"Geneva County, Alabama",21448,0.533569564,0.527648266,0.480511003,0.047137262,0.005921298,0.466430436,0.453250612,0.457276663,0.457500485,0.901652381,0.835162681,0.228701727,0.192897341,0.149815641,0.738210751,0.164661362,10693,0.660619097,0.40596652,0.16777331,7540,3153,26211,0.860821792,0.5789554,0.428484224,0.139178208,6265,15057,0.698944013,0.635651192,0.820603908,0.785393376,0.179396092,0.063292821,0.225603358,0.774396642,0.301055987,3560,0,0,3
"Greene County, Alabama",6681,0.423589283,0.423589283,0.360874121,0.062715162,0,0.576410717,0.522614841,0.522614841,0.521775197,0.848763251,0.800166528,0.223143924,0.245956035,0.22065533,0.734135214,0.219825798,3025,0.548429752,0.475041322,0.39768595,1843,1182,8480,0.868632075,0.466273585,0.544103774,0.131367925,2092,4774,0.53372434,0.450565563,0.847977685,0.817759182,0.152022315,0.083158777,0.481108312,0.518891688,0.46627566,1719,0,0,1
"Hale County, Alabama",12000,0.497583333,0.49575,0.437666667,0.058083333,0.001833333,0.502416667,0.505945403,0.50781644,0.510853008,0.865355522,0.904428904,0.276275704,0.20106626,0.187928408,0.821401371,0.126428027,5664,0.608050847,0.454096045,0.253001412,3661,2003,14762,0.893239398,0.561509281,0.474122748,0.106760602,3782,8416,0.628921103,0.552281369,0.877581756,0.818201377,0.122418244,0.076639734,0.56744186,0.43255814,0.371078897,2568,0,0,6
"Henry County, Alabama",13972,0.533567134,0.532851417,0.497351847,0.035499571,0.000715717,0.466432866,0.497920858,0.498589657,0.511728306,0.922095366,0.859431901,0.327960858,0.17815513,0.113253706,0.804720104,0.146639804,6727,0.684703434,0.410881522,0.165006689,4545,2182,16828,0.891906347,0.632517233,0.437960542,0.108093653,3826,9611,0.703985017,0.658932473,0.836728249,0.786199274,0.163271751,0.045052544,0.454965358,0.545034642,0.296014983,2352,0,0,6
"Houston County, Alabama",82515,0.580367206,0.578682664,0.534545234,0.04413743,0.001684542,0.419632794,0.479984965,0.481193717,0.482180103,0.912502618,0.891857156,0.311349415,0.142944591,0.096830507,0.818899066,0.120862429,39560,0.723154702,0.35273003,0.150075834,25917,13643,103300,0.889874153,0.632516941,0.390145208,0.110125847,25619,60613,0.721033442,0.667299094,0.853709793,0.819492175,0.146290207,0.053734347,0.522259748,0.477740252,0.278966558,13880,0,0,6
"Jackson County, Alabama",42482,0.517089591,0.516924815,0.476931406,0.039993409,0.000164776,0.482910409,0.455774571,0.455919854,0.453531415,0.909608379,0.870237797,0.261487587,0.281378017,0.273826563,0.773752529,0.154829475,20368,0.656078162,0.399401021,0.12892773,14140,6228,51817,0.893509852,0.651967501,0.406912789,0.106490148,11873,30367,0.664471301,0.614252313,0.854822281,0.829678872,0.145177719,0.050218988,0.588852459,0.411147541,0.335528699,8295,0,0,6
"Jefferson County, Alabama",524242,0.62229848,0.621436283,0.573664453,0.047771831,0.000862197,0.37770152,0.497714837,0.498012481,0.49760091,0.908451331,0.843849465,0.387824659,0.116416561,0.088116274,0.818054858,0.135326645,261390,0.755602739,0.325632197,0.152190214,165380,96010,652283,0.897461685,0.673505212,0.346154966,0.102538315,160652,397932,0.756855443,0.69988591,0.875216781,0.839756272,0.124783219,0.056969532,0.589854433,0.410145567,0.243144557,80977,0,0,6
"Lamar County, Alabama",11279,0.517333097,0.517333097,0.476638,0.040695097,0,0.482666903,0.433933162,0.433933162,0.419084821,0.911225364,0.843520782,0.287574405,0.244047619,0.205357143,0.766183036,0.185453869,6019,0.650440272,0.402558565,0.181923908,4049,1970,13856,0.893692263,0.614463048,0.432087182,0.106307737,3267,7796,0.693817342,0.638917394,0.886368199,0.861072074,0.113631801,0.054899949,0.464953271,0.535046729,0.306182658,2059,0,0,6
"Lauderdale County, Alabama",76051,0.561820357,0.560873624,0.524082524,0.036791101,0.000946733,0.438179643,0.478573267,0.479381081,0.475800989,0.920454812,0.879985737,0.312366711,0.15171739,0.135409087,0.776024287,0.156283714,38634,0.692447067,0.377543097,0.13907439,24532,14102,91721,0.897438973,0.69465008,0.364235017,0.102561027,19945,54835,0.71602079,0.672617854,0.849578397,0.817503999,0.150421603,0.043402936,0.576890756,0.423109244,0.28397921,13226,0,0,6
"Lawrence County, Alabama",26846,0.501340982,0.500931237,0.464724726,0.036206511,0.000409744,0.498659018,0.425143027,0.425490779,0.431227958,0.914634146,0.866422764,0.23621353,0.275408785,0.256492466,0.805626803,0.142112857,13056,0.671032475,0.353630515,0.171262255,9325,3731,33050,0.902783661,0.668139183,0.377276853,0.097216339,7660,19878,0.630948788,0.587030888,0.88919359,0.869483246,0.11080641,0.043917899,0.615120275,0.384879725,0.369051212,6096,0,0,6
"Lee County, Alabama",126616,0.606487332,0.600619195,0.566097492,0.034521703,0.005868137,0.393512668,0.468661692,0.47275405,0.470625166,0.931990322,0.847494215,0.410368738,0.126093447,0.131994922,0.771335296,0.183252647,59001,0.785054491,0.258724428,0.120997949,37148,21853,154952,0.913457071,0.749793484,0.271038773,0.086542929,37683,100699,0.709669411,0.671069226,0.893068545,0.868755179,0.106931455,0.038600185,0.655518395,0.344481605,0.290330589,25304,0,0,6
"Limestone County, Alabama",73004,0.575461619,0.573954852,0.533450222,0.04050463,0.001506767,0.424538381,0.453262241,0.454452161,0.452778348,0.922364621,0.883098737,0.3605947,0.156917625,0.160717954,0.772930362,0.162797864,32386,0.741987278,0.329988267,0.128728463,23089,9297,88681,0.888454122,0.704919881,0.314407821,0.111545878,22431,53471,0.729423426,0.678461222,0.85660731,0.836457357,0.14339269,0.050962204,0.519633028,0.480366972,0.270576574,11628,1,0,6
"Lowndes County, Alabama",8151,0.488160962,0.488160962,0.433443749,0.054717213,0,0.511839038,0.528776074,0.528776074,0.537220492,0.85976376,0.844489915,0.230116049,0.264930654,0.212850269,0.793093688,0.164166431,4309,0.590392202,0.421211418,0.334184265,2997,1312,10268,0.876899104,0.497467861,0.5184067,0.123100896,2487,6032,0.628647215,0.55852122,0.838824577,0.776788364,0.161175423,0.070125995,0.598108747,0.401891253,0.371352785,1960,0,0,3
"Macon County, Alabama",16305,0.527874885,0.527384238,0.450659307,0.076724931,0.000490647,0.472125115,0.522016963,0.521572276,0.52436037,0.834748227,0.792560602,0.293549265,0.195563419,0.165487207,0.776946108,0.172972237,7852,0.650789608,0.427916454,0.279928681,4614,3238,19141,0.899064835,0.612872891,0.444961078,0.100935165,4015,11764,0.66933016,0.573954437,0.868187204,0.821090047,0.131812796,0.095375723,0.606951872,0.393048128,0.33066984,3370,0,0,1
"Madison County, Alabama",283489,0.644155505,0.640511625,0.59880983,0.041701794,0.00364388,0.355844495,0.465891978,0.467633744,0.464631589,0.924214387,0.877449841,0.462534461,0.104897618,0.11686774,0.762718254,0.190114046,142253,0.79270033,0.277702403,0.107765741,91730,50523,348398,0.903030442,0.759496323,0.284513688,0.096969558,83766,216241,0.776813833,0.728303143,0.882969604,0.861577634,0.117030396,0.048510689,0.580552908,0.419447092,0.223186167,40667,1,1,6
"Marengo County, Alabama",15822,0.481607888,0.481607888,0.419984831,0.061623057,0,0.518392112,0.477559055,0.477559055,0.47599699,0.858530184,0.879700397,0.296463506,0.208577878,0.172159518,0.776222724,0.170955606,7975,0.577554859,0.387084639,0.241128527,4617,3358,19526,0.893270511,0.597920721,0.454727031,0.106729489,4911,11073,0.648965953,0.564436016,0.87872,0.8528,0.12128,0.084529938,0.521367521,0.478632479,0.351034047,3119,0,0,1
"Marion County, Alabama",24401,0.517150936,0.515962461,0.487643949,0.028318512,0.001188476,0.482849064,0.474364054,0.475456712,0.478359526,0.923669579,0.852953822,0.255903857,0.22766619,0.226657702,0.775947559,0.157660308,12453,0.657351642,0.427607805,0.157873605,8780,3673,29540,0.90423155,0.679316181,0.397190251,0.09576845,6590,17077,0.695613984,0.658897933,0.872111625,0.854959118,0.127888375,0.036716051,0.39553429,0.60446571,0.304386016,4364,0,0,3
"Marshall County, Alabama",73909,0.556887524,0.556630451,0.520315523,0.036314928,0.000257073,0.443112476,0.446876746,0.447083131,0.447628458,0.91966456,0.847601427,0.283284793,0.209174121,0.215935095,0.791892032,0.134959434,34588,0.695212212,0.389672719,0.162570834,24212,10376,93913,0.846091595,0.595881294,0.388561754,0.153908405,24653,54082,0.702433342,0.656429126,0.782879356,0.752401341,0.217120644,0.046004216,0.49437299,0.50562701,0.297566658,11774,0,0,5
"Mobile County, Alabama",326953,0.574529061,0.572473719,0.529724456,0.042749264,0.002055341,0.425470939,0.495975384,0.497344688,0.499927827,0.914009574,0.860612473,0.322728716,0.147192471,0.123594792,0.820300817,0.131476082,153794,0.732122189,0.346723539,0.176300766,102345,51449,406941,0.879419867,0.628597266,0.371960554,0.120580133,104374,242047,0.717707718,0.665626924,0.851880357,0.811331177,0.148119643,0.052080794,0.532286213,0.467713787,0.282292282,53405,0,0,6
"Monroe County, Alabama",17228,0.455363362,0.455363362,0.357209194,0.098154168,0,0.544636638,0.480560867,0.480560867,0.471725707,0.778967495,0.911307478,0.286967826,0.185407865,0.172895678,0.758856029,0.189307767,8207,0.507493603,0.421713172,0.169611307,5107,3100,21518,0.850311367,0.52221396,0.454642625,0.149688633,5440,12150,0.59382716,0.465596708,0.902245006,0.85875906,0.097754994,0.128230453,0.385750963,0.614249037,0.40617284,3468,0,0,1
"Montgomery County, Alabama",179373,0.618694006,0.60888205,0.562370033,0.046512017,0.009811956,0.381305994,0.501193941,0.506230715,0.507474671,0.915324537,0.848162931,0.367676507,0.144338482,0.113735948,0.737276206,0.217608105,89776,0.770751649,0.321633844,0.194695687,56232,33544,222268,0.888953876,0.645122105,0.379676787,0.111046124,56820,135117,0.744621328,0.688884448,0.866620112,0.822700902,0.133379888,0.05573688,0.510025229,0.489974771,0.255378672,27661,0,0,6
"Morgan County, Alabama",94892,0.570638199,0.570195591,0.533353707,0.036841883,0.000442608,0.429361801,0.461781381,0.462139834,0.456936239,0.918716617,0.89716148,0.303372785,0.190097014,0.201636008,0.819031436,0.127818063,45904,0.714752527,0.346767166,0.140162077,31591,14313,117243,0.887984784,0.681686753,0.354955093,0.112015216,28896,69612,0.72460208,0.678144573,0.85970301,0.832037622,0.14029699,0.046457507,0.461966605,0.538033395,0.27539792,15613,0,0,6
"Perry County, Alabama",7801,0.360210229,0.360210229,0.317651583,0.042558646,0,0.639789771,0.592882562,0.592882562,0.57425343,0.86797153,0.847478475,0.234463277,0.222760291,0.210250202,0.769572236,0.192897498,3039,0.453438631,0.504442251,0.364264561,1810,1229,9532,0.857637432,0.475451112,0.493810323,0.142362568,2458,5387,0.473918693,0.418414702,0.865572316,0.851375333,0.134427684,0.055503991,0.444816054,0.555183946,0.526081307,2106,0,0,1
"Pickens County, Alabama",16554,0.474870122,0.474870122,0.416998913,0.057871209,0,0.525129878,0.435822414,0.435822414,0.436187165,0.861849637,0.825830258,0.225988701,0.248732435,0.181515283,0.770389686,0.180935825,7620,0.62480315,0.404461942,0.17152231,4929,2691,18987,0.910623058,0.604729552,0.45462685,0.089376942,4484,10960,0.673540146,0.597445255,0.88255956,0.857666463,0.11744044,0.076094891,0.488009592,0.511990408,0.326459854,3205,0,0,6
"Pike County, Alabama",27498,0.572477998,0.571605208,0.521928868,0.04967634,0.000872791,0.427522002,0.484754161,0.48511261,0.473662207,0.892479959,0.845879669,0.315496098,0.189102564,0.15182553,0.761008919,0.181786511,12284,0.709052426,0.318707261,0.160534028,7320,4964,33081,0.911671352,0.670959161,0.358574408,0.088328648,7121,21371,0.681109915,0.621449628,0.928996311,0.886755515,0.071003689,0.059660287,0.668235294,0.331764706,0.318890085,5628,0,0,1
"Randolph County, Alabama",18119,0.501959269,0.501959269,0.472708207,0.029251062,0,0.498040731,0.467949423,0.467949423,0.475423234,0.923584387,0.85452381,0.23420899,0.29270286,0.286514886,0.79392878,0.121307647,8867,0.640013533,0.449419195,0.152813804,6069,2798,22276,0.877491471,0.609624708,0.403304004,0.122508529,5258,12737,0.662479391,0.620868336,0.80450177,0.785280728,0.19549823,0.041611054,0.520754717,0.479245283,0.337520609,3575,0,0,6
